id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43154570,Issyuku Higashiueno Hotel 一宿旅館東上野 202,343556714,Hotel Higashiueno,,Taito Ku,35.709,139.7798,Entire home/apt,17229,2,0,,,5,273,0,Hotels and Inns Business Act | 東京都台東区台東保健所 |  31台台健生環き第10267号
43302493,"HOTEL Omotesando Stories, Super Premium Location",42922777,Yukitomo,,Minato Ku,35.66379,139.71189,Private room,11698,1,2,2020-07-07,0.08,6,0,0,Hotels and Inns Business Act | 東京都港区みなと保健所 | 31港み生環き第261号
43302559,"HOTEL Omotesando Stories, Super Premium Location",42922777,Yukitomo,,Minato Ku,35.66342,139.71203,Private room,11698,1,0,,,6,6,0,Hotels and Inns Business Act | 東京都港区みなと保健所 | 31港み生環き第261号
42992257,House for up to 6 people Ikebukuro area,207047079,Nao,,Toshima Ku,35.74133,139.70937,Entire home/apt,6648,2,18,2022-06-17,0.97,7,338,12,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第86号
43302605,"HOTEL Omotesando Stories, Super Premium Location",42922777,Yukitomo,,Minato Ku,35.66364,139.7136,Private room,11698,1,0,,,6,7,0,Hotels and Inns Business Act | 東京都港区みなと保健所 | 31港み生環き第261号
43154600,Issyuku Higashiueno Hotel 一宿旅館東上野 302,343556714,Hotel Higashiueno,,Taito Ku,35.709,139.77983,Entire home/apt,12921,2,0,,,5,365,0,Hotels and Inns Business Act | 東京都台東区台東保健所  | 31台台健生環き第10267号
43479997,2020年６月にプレオープンしたばかりの新築ほやほやのミニホテル！駅まで歩行4分　,346708572,Qiao,,Shinjuku Ku,35.71436,139.68288,Private room,13865,1,2,2022-04-29,0.11,4,91,1,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第247号
43361507,Ikebukuro / New House / Excellent Access / Up to 6,345424527,Chen,,Toshima Ku,35.72809,139.72676,Entire home/apt,8200,2,4,2020-12-14,0.17,1,0,0,Hotels and Inns Business Act | 東京都豊島区 | 元豊池保衛環き第83号
43303248,【Corona measures】Telework★ 6 mins from Sta★1F,344820897,Beni,,Katsushika Ku,35.73574,139.84299,Entire home/apt,3923,2,24,2022-05-20,1.08,3,87,12,Hotels and Inns Business Act | 東京都葛飾区 | 31葛保生環第261号
43303490,【Corona measures】Telework★ 6 mins from the Sta★2F,344820897,Beni,,Katsushika Ku,35.73573,139.84502,Entire home/apt,4209,2,10,2022-06-16,0.48,3,108,4,Hotels and Inns Business Act | 東京都葛飾区 | 31葛保生環第261号
43480425,RUMa INN Rokugoudote/Ace Location☆Free Wifi,247326938,Pqd Inc Ⅱ,,Ota Ku,35.54194,139.70652,Private room,2157,1,55,2022-06-21,2.19,54,157,34,Hotels and Inns Business Act | 東京都大田区保健所 | 保生還第0005号
43480768,静かで居心地の良い部屋　ピアノあり　壁1面鏡張りのお部屋あり,290953268,Saori,,Ota Ku,35.57971,139.67658,Private room,6000,2,5,2021-12-30,0.28,1,154,3,Special Economic Zoning Act | ２健生発第 10047 号
43303557,【Corona measures】★Telework★6 mins from Sta★3F,344820897,Beni,,Katsushika Ku,35.73569,139.84447,Entire home/apt,4180,2,17,2022-06-12,0.79,3,100,10,Hotels and Inns Business Act | 東京都葛飾区 | 31葛保生環第261号
43304925,10 mins Shibuya/Haneda airport @Downtown Cozyhouse,28621978,Dan,,Shinagawa Ku,35.60234,139.73821,Private room,4000,2,14,2022-06-08,0.73,2,84,10,M130025425
43367374,【Monthly】5-min Edogawa Sta! Designer room,345495029,Erisa,,Edogawa Ku,35.73946,139.89268,Entire home/apt,5857,2,1,2021-11-01,0.13,1,315,1,M130024251
43481545,特价全新开业免清洁费用/成田羽田机场和迪士尼巴士直达/地铁巴士站步行4分钟/80平方3层日式小别墅,124330604,雪,,Edogawa Ku,35.73576,139.88583,Entire home/apt,10000,1,17,2022-05-22,0.73,2,226,11,M130024237
43371403,【Sales】Shinjyuku・YOYOGI・5minNear StationWi-Fi・R１０１,345524896,Sayuri,,Shibuya Ku,35.68463,139.70487,Entire home/apt,6143,3,17,2022-02-03,0.76,10,124,3,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43375975,Full-renovated house in Shinagawa area,324780799,Inn,,Shinagawa Ku,35.61409,139.74335,Entire home/apt,10331,1,42,2022-06-13,1.77,4,333,18,M130025832
43376286,【Sales】Shinjyuku・YOYOGI・5minNear StationWi-Fi・R202,345524896,Sayuri,,Shibuya Ku,35.68464,139.70288,Entire home/apt,5249,2,18,2022-06-20,0.75,10,116,10,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43376328,【SALE】Female only★Shinjyuku・5minStation・Wi-Fi★302,345524896,Sayuri,,Shibuya Ku,35.68632,139.7032,Entire home/apt,5437,2,3,2022-05-15,0.27,10,91,3,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43376351,"Female only,Safe stay,Wi-Fi,Near Station,shinjyuku",345524896,Sayuri,,Shibuya Ku,35.6856,139.70403,Entire home/apt,5657,2,12,2022-06-13,0.52,10,131,6,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43376372,【SALE】shinnjyuku・5minNear StationWi-Fi・R203・YOYOGI,345524896,Sayuri,,Shibuya Ku,35.6856,139.70403,Entire home/apt,6417,1,13,2022-06-18,0.53,10,99,5,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43376405,【SALE】Female only★Shinjyuku・Yoyogi★5 min  Sta★303,345524896,Sayuri,,Shibuya Ku,35.68621,139.70314,Entire home/apt,4970,1,10,2022-05-04,0.41,10,128,5,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43376423,"[SALE] female only Long-term discount, Wi-Fi,  403",345524896,Sayuri,,Shibuya Ku,35.6864,139.70451,Entire home/apt,4980,3,11,2022-05-03,0.48,10,140,7,Hotels and Inns Business Act | 渋谷区保健所 | 3渋保生環第657号
43312433,50%OFF CA 东京塔区域/JR线新宿东京秋叶原直达/最近车站步行8分钟/最多6人/精心装修,143096922,Ming,,Sumida Ku,35.7003,139.80862,Entire home/apt,5135,2,15,2022-06-12,0.57,7,232,6,M130002773
43482354,【直达秋葉原，天空树景观房】地铁步行7分/成田羽田机场直达/精美两室一厅（D801）,245521119,Yoo,,Taito Ku,35.70321,139.77886,Entire home/apt,119999,3,0,,,2,178,0,M130026543
43320815,【Minn Kamata】 Superior Loft ★ 6 PAX / Non-smoking / JR Kamata Station 5-min walk / Kitchen / Free-WiFi,343326369,Minn,,Ota Ku,35.56757,139.71252,Private room,9650,1,39,2022-05-13,2.04,6,133,26,Hotels and Inns Business Act | 大田区保健所長 | 保生環 第０４２４号
43493052,2BR・60m2・Luxury Service Apt. in Ginza 4min to sta.,346868077,Hiz,,Chuo Ku,35.67286,139.77455,Entire home/apt,25571,1,99,2022-06-05,4.12,4,66,71,Hotels and Inns Business Act | 中央区保健所 | ３０中保生環き第１８７号
43320956,【Minn Kamata】Standard Double ★ 6 PAX / Non-smoking / JR Kamata Station 5-min walk / Kitchen / Free-WiFi,343326369,Minn,,Ota Ku,35.5656,139.71464,Private room,8793,1,66,2022-06-10,2.57,6,165,34,Hotels and Inns Business Act | 大田区保健所長 | 保生環 第０４２４号
43321030,【Minn Kamata】 Superior Twin★ 6 PAX / Non-smoking / 5 min walk from JR Kamata Station / Kitchen / Free-WiFi,343326369,Minn,,Ota Ku,35.56533,139.71314,Private room,9650,1,34,2022-05-08,1.31,6,154,15,Hotels and Inns Business Act | 大田区保健所長 | 保生環 第０４２４号
43321098,【Minn Kamata】 Deluxe Loft ★ 6 PAX / Non-smoking / 5 min walk from JR Kamata Station / Kitchen / Free-WiFi,343326369,Minn,,Ota Ku,35.56475,139.7129,Private room,11364,1,16,2022-06-10,0.68,6,149,11,Hotels and Inns Business Act | 大田区保健所長 | 保生環 第０４２４号
43321169,【Minn Kamata】 Suite ★ 6 PAX / Non-smoking / 5 min walk from JR Kamata Station / Kitchen / Free-WiFi,343326369,Minn,,Ota Ku,35.56576,139.7142,Private room,13936,1,43,2022-06-05,1.79,6,151,38,Hotels and Inns Business Act | 大田区保健所長 | 保生環 第０４２４号
43321481,★割引有月額8万5★都新宿Miyako Shinjuku Hotel 103/5min直通新宿,181895097,Erina,,Shinjuku Ku,35.70027,139.69891,Entire home/apt,6500,2,2,2022-02-28,0.21,11,42,2,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43383412,【Monthly】Easy access to Shinjuku/ Free wifi,345644665,Mari,,Shibuya Ku,35.67887,139.675,Entire home/apt,18314,2,12,2022-04-17,0.63,1,206,7,M130024569
43384179,long stay discount!!/Bird Place log Tokyo,345651917,Hotelsgate . Jp,,Koto Ku,35.68348,139.79907,Entire home/apt,14929,1,3,2021-03-28,0.14,1,109,0,Hotels and Inns Business Act | 江東区保健所 | 2江健生環き第7号
43499836,[NEW] 8 min JR Ebisu Sta | Shibuya | WIFI | HS203,346941174,Jade,,Shibuya Ku,35.65237,139.71301,Entire home/apt,5571,1,8,2022-06-18,0.33,5,58,6,M130026051
43384372,★割引有★Shinjuku 'Provence's Spring',31734605,KsHome,,Shinjuku Ku,35.70082,139.70368,Entire home/apt,15000,2,3,2022-06-18,0.39,26,42,3,M130025387
43384496,★割引有月額9万★都新宿Miyako Shinjuku Hotel 104/5min直通新宿,181895097,Erina,,Shinjuku Ku,35.70201,139.69903,Entire home/apt,6500,1,1,2021-10-11,0.12,11,16,1,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43384723,★割引有月額★Miyako Shinjuku Hotel 105/5min直通新宿,181895097,Erina,,Shinjuku Ku,35.70212,139.6971,Entire home/apt,6800,14,9,2022-05-05,0.40,11,38,6,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43324293,新宿/歌舞伎町徒步1分钟/特价中！！！,231273877,青梅,,Shinjuku Ku,35.69734,139.70516,Entire home/apt,9000,1,2,2021-03-29,0.09,26,136,0,M130013494
43499988,#101 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.70709,139.80423,Entire home/apt,8000,2,8,2020-11-01,0.33,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第266号
43335693,50%OFF BB 池袋区域/JR山手线新宿上野直达/最近车站步行4分钟/最多5人/精心装修,143096922,Ming,,Toshima Ku,35.73084,139.73207,Entire home/apt,6400,2,4,2021-11-20,0.15,7,24,2,M130022810
43384773,★割引有月額11万★都新宿Miyako Shinjuku Hotel 106/5min直通新宿,181895097,Erina,,Shinjuku Ku,35.69995,139.69691,Entire home/apt,6999,14,7,2022-05-02,0.36,11,33,5,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43500024,#202 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.70849,139.80406,Entire home/apt,8000,2,3,2020-11-02,0.13,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第266号
43384831,★割引有月額9万★都新宿Miyako Shinjuku Hotel 201/5min直通新宿,181895097,Erina,,Shinjuku Ku,35.70029,139.69907,Entire home/apt,6783,14,1,2022-03-31,0.34,11,17,1,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43500050,#301 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.70659,139.8021,Entire home/apt,8000,2,5,2020-11-15,0.20,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第266号
43385362,★割引有月額9万★都新宿Miyako Shinjuku Loft Hotel 203/直通新宿,181895097,Erina,,Shinjuku Ku,35.70051,139.69707,Entire home/apt,6783,14,2,2021-11-30,0.25,11,48,2,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43346476,505JR山手线莺谷站3分钟，紧邻上野浅草寺，直达新宿池袋等热门商圈，电梯温馨新装公寓，中文房东！,145520882,Eric,,Taito Ku,35.721607,139.781128,Entire home/apt,7829,2,14,2021-12-18,0.66,2,118,10,M130024474
43349227,501JR山手线莺谷站3分钟，紧邻上野浅草寺，直达新宿池袋等热门商圈，电梯温馨新装公寓，中文房东！,145520882,Eric,,Taito Ku,35.721607,139.781128,Entire home/apt,7829,2,17,2022-05-22,0.96,2,66,11,M130024458
43500452,Near Takadanobaba Sta/long term OK#a01,343260975,Chiaki,,Shinjuku Ku,35.71338,139.69727,Entire home/apt,3120,2,8,2022-03-24,0.52,27,337,7,M130025858
43349609,"Tokyo, Shinjuku, for monthly and weekly, business",345235375,Lisa,,Shinjuku Ku,35.70005,139.68846,Entire home/apt,4543,2,8,2022-06-02,0.47,1,99,6,M130025513
43385550,★割引有月額9万★都新宿Miyako Shinjuku Loft Hotel 205/直通新宿,181895097,Erina,,Shinjuku Ku,35.70224,139.69827,Entire home/apt,6499,1,1,2021-02-06,0.06,11,27,0,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43385589,★割引有月額12万★都新宿Miyako Shinjuku Loft Hotel 206/直通新宿,181895097,Erina,,Shinjuku Ku,35.70005,139.69852,Entire home/apt,7999,14,3,2022-06-05,0.16,11,52,2,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第270号
43385973,"SPATIUM·10F, Clean & Comfy APT,KANDA / Akihabara",198744417,一居,,Chiyoda Ku,35.69819,139.76791,Entire home/apt,11000,1,0,,,13,0,0,Hotels and Inns Business Act | 千代田区保健所 | 31千千保生環き第2号
43500511,#201 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.70654,139.80406,Entire home/apt,8000,2,4,2020-08-24,0.16,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第266号
43387695,50%OFF ba 东京塔区域/JR线新宿东京秋叶原直达/最近车站步行8分钟/最多6人/精心装修,143096922,Ming,,Sumida Ku,35.69855,139.80848,Entire home/apt,5971,2,3,2022-02-15,0.19,7,328,2,M130002773
43358548,303 新宿三丁目駅近く 新宿駅徒歩圏内のマンションで三密回避 家具家電付きで自炊可能 消毒殺菌清掃,345320046,Yuki,,Shinjuku Ku,35.69129,139.71139,Entire home/apt,2786,2,3,2022-06-06,0.12,1,37,2,M130005919
43500531,#401 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.70859,139.80257,Entire home/apt,8000,2,3,2020-09-30,0.13,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第266号
43629201,新宿駅まで電車で5分! 笹塚駅徒歩5分の3階1LDKのお部屋!,347749590,Ken,,Shibuya Ku,35.67709,139.67085,Entire home/apt,6345,2,0,,,6,0,0,M130002015
43388028,50%OFF cc 池袋区域/JR山手线新宿上野直达/最近车站步行4分钟/最多4人/精心装修,143096922,Ming,,Toshima Ku,35.72877,139.73106,Entire home/apt,4314,2,3,2021-02-19,0.15,7,202,0,M130022811
43501011,Near Takadanobaba Sta/long term OK#b02,343260722,Ryo,,Shinjuku Ku,35.71351,139.69721,Entire home/apt,4331,2,2,2021-03-13,0.12,26,338,0,M130025894
43394976,Ikebukuro/Close to SunshineCity/Metro Nearby/WFH,342971176,Yume,,Toshima Ku,35.72653,139.7207,Entire home/apt,5857,2,13,2022-05-28,0.53,11,237,7,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第267号
43406103,"NEW Studio APT,SHIBUYA/SHINJUKU/SHIMOKITA,FreeWiFi",42244167,Hiro,,Setagaya Ku,35.66432,139.65659,Entire home/apt,4286,1,242,2022-06-21,9.89,31,179,129,Hotels and Inns Business Act | 世田谷区保健所 | 2世保生環き第15号
43629202,新宿駅まで電車で5分! 笹塚駅徒歩5分の2階1LDKのお部屋!,347749590,Ken,,Shibuya Ku,35.67722,139.66927,Entire home/apt,6210,2,1,2021-01-01,0.06,6,0,0,M130002007
43629207,新宿駅徒歩圏内！4階ダブルベッドのお部屋！,347749590,Ken,,Shinjuku Ku,35.69325,139.70951,Entire home/apt,3915,2,2,2021-01-24,0.08,6,0,0,M130004122
43501483,[Male Only] SAMURAI STAY SUGAMO☆3min to Station,247326938,Pqd Inc Ⅱ,,Toshima Ku,35.74109,139.73151,Private room,1543,1,52,2022-06-20,2.23,54,97,38,Hotels and Inns Business Act | 豊島区池袋保健所 | 元豊池保衛環き第250号
43629208,新宿駅徒歩圏内！4階のお部屋！,347749590,Ken,,Shinjuku Ku,35.69303,139.71095,Entire home/apt,4725,2,2,2020-11-07,0.10,6,0,0,M130004120
43629210,新宿駅徒歩圏内！2階１LDKのお部屋！,347749590,Ken,,Shinjuku Ku,35.6952,139.70905,Entire home/apt,5265,2,5,2021-01-20,0.26,6,0,0,M130004117
43406529,【Non-smoking】Standard Single,343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68432,139.79059,Private room,5557,1,1,2021-03-05,0.06,8,179,0,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43510793,Near Takadanobaba Sta/long term OK#a02,343260975,Chiaki,,Shinjuku Ku,35.71574,139.69929,Entire home/apt,3120,2,8,2022-03-24,0.40,27,338,2,M130025859
43406843,【Non-smoking】Corner Single,343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68342,139.79128,Private room,5557,1,3,2022-04-22,0.23,8,179,2,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43407027,【Non-smoking】Double (Bath＆Toilet separate),343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68409,139.79069,Private room,7914,1,0,,,8,180,0,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43407059,【Non-smoking】Comfort Corner Single,343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68214,139.7898,Private room,6057,1,3,2022-05-05,0.49,8,180,3,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43407064,【Non-smoking】Superior Single,343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68399,139.79076,Private room,5771,1,24,2022-04-30,1.19,8,179,14,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43407065,【Non-smoking】Moderate Single,343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68235,139.7898,Private room,6271,1,0,,,8,180,0,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43643097,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom 1,325747621,Sakura,,Toshima Ku,35.73817,139.71474,Private room,5435,1,6,2022-05-10,0.57,18,84,6,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛き第274号
43510842,Near Takadanobaba Sta/long term OK#a03,343260975,Chiaki,,Shinjuku Ku,35.71556,139.69918,Entire home/apt,3120,2,8,2022-03-24,0.35,27,338,2,M130025860
43645704,Near Takadanobaba Sta/long term OK#b03,343260722,Ryo,,Shinjuku Ku,35.71428,139.69732,Entire home/apt,4331,2,4,2022-06-11,0.24,26,357,1,M130025895
43645763,Near Takadanobaba Sta/long term OK#b07,343260722,Ryo,,Shinjuku Ku,35.7156,139.69701,Entire home/apt,4331,2,2,2020-10-15,0.10,26,359,0,M130025897
43407070,【Non-smoking】Hollywood twin (Bath＆Toilet separate),343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68208,139.78937,Private room,8414,1,0,,,8,179,0,Hotels and Inns Business Act | 中央区保健所長 |  30中保生環き第18号
43510900,#302 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.7065,139.80196,Entire home/apt,8000,2,2,2020-09-24,0.09,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛環第266号
43407221,Near Takadanobaba Sta/long term OK#a26,235126408,The Breathing Hotel Tokyo,,Shinjuku Ku,35.71393,139.69886,Entire home/apt,4331,2,5,2022-03-24,0.22,20,318,4,M130025892
43645805,Near Takadanobaba Sta/long term OK#b08,343260722,Ryo,,Shinjuku Ku,35.71374,139.69755,Entire home/apt,4331,2,1,2021-10-18,0.12,26,326,1,M130025898
43510921,#402 Cozy Apt near Asakusa Sta. Walk to Senso-Ji!,345652428,Win-Win,,Sumida Ku,35.70628,139.80426,Entire home/apt,8000,2,4,2020-11-25,0.17,7,0,0,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛環第266号
43510951,Near Takadanobaba Sta/long term OK#a04,343260975,Chiaki,,Shinjuku Ku,35.71395,139.69934,Entire home/apt,3120,2,3,2021-03-31,0.17,27,338,0,M130025862
43645876,Near Takadanobaba Sta/long term OK#b09,343260722,Ryo,,Shinjuku Ku,35.71548,139.69725,Entire home/apt,4331,2,4,2022-06-13,0.20,26,359,2,M130025899
43415373,15mins to Shinjuku/Ikebukuro/Ginza/Tokyo!MAX 13ppl,29966538,Ostay-Jennie,,Shinjuku Ku,35.69297,139.73584,Entire home/apt,15214,2,6,2021-08-03,0.25,17,322,1,Hotels and Inns Business Act | 新宿区保健所長 | 31新保衛環第174号
43511099,Near Takadanobaba Sta/long term OK#a05,343260975,Chiaki,,Shinjuku Ku,35.7157,139.69727,Entire home/apt,4043,1,2,2022-06-12,2,27,339,2,M130024933
43416083,101室浅草橋駅徒歩3分 調理器具キッチン洗濯機有り 浅草 秋葉原上野の近隣東京スカイツリー4駅,346004272,Tsubame Hotel,,Taito Ku,35.69958,139.78751,Private room,13500,1,0,,,5,54,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10218号
43416442,102室浅草橋駅徒歩3分 調理器具キッチン洗濯機有り 浅草 秋葉原上野の近隣東京スカイツリー4駅,346004272,Tsubame Hotel,,Taito Ku,35.69835,139.78951,Private room,15520,1,0,,,5,87,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10218号
43416753,[TGS0201]*40㎡ *Max 3ppl*TV*20mins to Shibuya*WIFI,179911926,Yuki,,Shinagawa Ku,35.60994,139.71831,Entire home/apt,8429,1,10,2022-05-01,0.48,23,151,4,Hotels and Inns Business Act | 東京都品川区保健所 | 2品保生環き第23号
43416802,201室浅草橋駅徒歩3分 調理器具キッチン洗濯機有り 浅草 秋葉原上野の近隣東京スカイツリー4駅,346004272,Tsubame Hotel,,Taito Ku,35.69966,139.78946,Private room,15520,1,1,2021-12-26,0.16,5,87,1,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10218号
43645917,Near Takadanobaba Sta/long term OK#b10,343260722,Ryo,,Shinjuku Ku,35.71543,139.69787,Entire home/apt,4331,2,7,2021-10-28,0.36,26,348,4,M130025900
43646356,OHAYO hotel 匯家・北池袋 Tatami style private bathroom2,325747621,Sakura,,Toshima Ku,35.73869,139.71508,Private room,5312,1,2,2021-09-03,0.18,18,81,2,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛き第274号
43511137,Near Takadanobaba Sta/long term OK#a06,343260975,Chiaki,,Shinjuku Ku,35.71517,139.69919,Entire home/apt,3234,2,2,2021-02-23,0.11,27,340,0,M130025863
43511169,Near Takadanobaba Sta/long term OK#a07,343260975,Chiaki,,Shinjuku Ku,35.71374,139.69935,Entire home/apt,3234,2,2,2021-03-31,0.11,27,342,0,M130025864
43649146,デザイナーズルーム/ハウススタジオ/自然光/モルタル塗装/西日暮里7分/ペット可/撮影多数,62629889,Katsuaki,,Arakawa Ku,35.73558,139.77315,Entire home/apt,10171,1,211,2022-06-13,8.53,2,59,120,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環(三)第26号
43416913,301室浅草橋駅徒歩3分 調理器具キッチン洗濯機有り 浅草 秋葉原上野の近隣東京スカイツリー4駅,346004272,Tsubame Hotel,,Taito Ku,35.69794,139.78739,Private room,16860,1,0,,,5,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10218号
43416946,202室浅草橋駅徒歩3分 調理器具キッチン洗濯機有り 浅草 秋葉原上野の近隣東京スカイツリー4駅,346004272,Tsubame Hotel,,Taito Ku,35.69791,139.78782,Private room,13500,1,0,,,5,72,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10218号
43511204,Near Takadanobaba Sta/long term OK#a08,343260975,Chiaki,,Shinjuku Ku,35.71504,139.69908,Entire home/apt,3234,2,1,2022-06-11,1,27,346,1,M130025865
43655386,NEWOPEN!コロナ対策◎テレワーク◎池袋至近新大塚駅1分/JR山手線大塚9分/デザイナー202,269488638,Takeya,,Toshima Ku,35.72538,139.73137,Entire home/apt,8000,1,13,2022-01-23,0.62,6,166,5,M130025961
43511414,Near Takadanobaba Sta/long term OK#a09,343260975,Chiaki,,Shinjuku Ku,35.71363,139.69732,Entire home/apt,3234,2,4,2022-06-11,0.23,27,350,1,M130025866
43511450,Near Takadanobaba Sta/long term OK#a10,343260975,Chiaki,,Shinjuku Ku,35.7155,139.69792,Entire home/apt,3234,2,1,2022-06-08,1,27,351,1,M130025867
43511480,Near Takadanobaba Sta/long term OK#a11,343260975,Chiaki,,Shinjuku Ku,35.71384,139.69932,Entire home/apt,3234,2,4,2022-06-10,0.19,27,351,1,M130025868
43511637,Near Takadanobaba Sta/long term OK#a12,343260975,Chiaki,,Shinjuku Ku,35.71501,139.6992,Entire home/apt,3234,2,1,2020-08-28,0.04,27,351,0,M130025869
43655678,Near Takadanobaba Sta/long term OK#b11,343260722,Ryo,,Shinjuku Ku,35.71553,139.69773,Entire home/apt,4331,2,1,2022-06-14,1,26,360,1,M130025901
43655715,Near Takadanobaba Sta/long term OK#b12,343260722,Ryo,,Shinjuku Ku,35.71341,139.69744,Entire home/apt,4331,2,4,2022-06-17,0.24,26,360,1,M130025902
43655726,OHAYO hotel 匯家・北池袋 全新榻榻米旅馆 独立卫浴 private bathroom3,325747621,Sakura,,Toshima Ku,35.73838,139.71406,Private room,5312,1,2,2022-05-09,0.82,18,90,2,Hotels and Inns Business Act | 元豊池保衛環き | 元豊池保衛環き第274号
43417426,3 mins to Shinjuku Sta! Cozy Apt  Free Wifi. #202,307068304,Senta,,Shinjuku Ku,35.70074,139.69453,Entire home/apt,5586,3,6,2021-12-23,0.27,8,23,4,M130025932
43417832,1301 上野秋葉原中心位置，独立温馨房源。附近大量餐厅，多条地铁，出行方便。免费Wi-Fi寄存行李,150299734,Minami,,Taito Ku,35.70478,139.77413,Entire home/apt,4000,1,1,2022-06-10,1,9,316,1,Hotels and Inns Business Act | 東京都台東区台東保健所 | 31台台健生環き第10047号
43425200,【Non-smoking】Twin (Bath＆Toilet separate),343033112,ｴｽﾍﾟﾘｱｲﾝ日本橋箱崎,,Chuo Ku,35.68424,139.7893,Private room,9914,1,0,,,8,177,0,Hotels and Inns Business Act | 中央区保健所長 | 30中保生環き第18号
43514971,[NEW] 8 min JR Ebisu Sta | Shibuya | WIFI | HS102,346941174,Jade,,Shibuya Ku,35.65161,139.7112,Entire home/apt,7714,1,32,2022-06-13,1.29,5,52,11,M130026050
43655736,Near Takadanobaba Sta/long term OK#b13,343260722,Ryo,,Shinjuku Ku,35.71359,139.69783,Entire home/apt,4331,2,0,,,26,360,0,M130025903
43655748,Near Takadanobaba Sta/long term OK#b14,343260722,Ryo,,Shinjuku Ku,35.71538,139.69706,Entire home/apt,4331,2,3,2021-03-01,0.15,26,360,0,M130025904
43515142,[NEW] 8 min JR Ebisu Sta | Shibuya | WIFI | HS202,346941174,Jade,,Shibuya Ku,35.65124,139.71312,Entire home/apt,6000,1,10,2022-06-11,0.41,5,168,6,M130026051
